Pasture,Date,Plot,Reading_No,High,Low,Spp,G_B,Screen1,Adj_Low
21N,9/2/2015,1,20,30,7,bogr,g,0,7
21N,9/2/2015,1,21,28,9,gusa,g,0,9
21N,9/2/2015,1,22,21,1,bogr,g,0,1
21N,9/2/2015,1,23,8,1,bogr,g,0,1
21N,9/2/2015,1,24,34,1,bogr,g,0,1
21N,9/2/2015,1,25,34,3,pasm,g,0,3
21N,9/2/2015,2,1,11,2,bogr,b,0,2
21N,9/2/2015,2,2,32,5,pasm,g,0,5
21N,9/2/2015,2,3,21,4,bogr,g,0,4
21N,9/2/2015,2,4,20,3,gusa,g,0,3
21N,9/2/2015,2,5,26,5,gusa,g,0,5
21N,9/2/2015,2,6,14,1,bogr,g,0,1
21N,9/2/2015,2,7,35,3,pasm,g,0,3
21N,9/2/2015,2,8,28,8,pasm,g,0,8
21N,9/2/2015,2,9,32,3,bogr,g,0,3
21N,9/2/2015,2,10,42,10,pasm,g,0,10
21N,9/2/2015,2,11,13,2,pasm,g,0,2
21N,9/2/2015,2,12,27,1,bogr,g,0,1
21N,9/2/2015,2,13,28,3,pasm,g,0,3
21N,9/2/2015,2,14,29,1,bogr,g,0,1
21N,9/2/2015,2,15,31,4,bogr,g,0,4
21N,9/2/2015,2,16,16,0,bogr,g,0,0
21N,9/2/2015,2,17,25,3,pasm,g,0,3
21N,9/2/2015,2,18,19,2,bogr,g,0,2
21N,9/2/2015,2,19,24,3,bogr,g,0,3
21N,9/2/2015,2,20,14,1,bogr,g,0,1
21N,9/2/2015,2,21,19,3,arlo,g,1,
21N,9/2/2015,2,22,22,1,bogr,g,0,1
21N,9/2/2015,2,23,19,3,bogr,g,0,3
21N,9/2/2015,2,24,29,6,arfr,g,1,
21N,9/2/2015,2,25,22,3,bogr,g,0,3
21N,9/2/2015,3,1,12,3,bogr,g,0,3
21N,9/2/2015,3,2,30,6,spcr,b,0,6
21N,9/2/2015,3,3,12,3,bogr,g,0,3
21N,9/2/2015,3,4,22,5,sihy,g,0,5
21N,9/2/2015,3,5,26,10,sihy,b,0,10
21N,9/2/2015,3,6,20,2,sihy,b,0,2
21N,9/2/2015,3,7,22,9,eref,g,1,
21N,9/2/2015,3,8,28,3,bogr,g,0,3
21N,9/2/2015,3,9,35,5,stco,b,0,5
21N,9/2/2015,3,10,32,3,stco,b,0,3
21N,9/2/2015,3,11,19,1,bogr,b,0,1
21N,9/2/2015,3,12,26,1,bogr,g,0,1
21N,9/2/2015,3,13,22,3,sihy,b,0,3
21N,9/2/2015,3,14,24,6,sihy,g,0,6
21N,9/2/2015,3,15,10,2,bogr,g,0,2
21N,9/2/2015,3,16,15,1,bogr,g,0,1
21N,9/2/2015,3,17,21,3,bogr,g,0,3
21N,9/2/2015,3,18,22,2,bogr,b,0,2
21N,9/2/2015,3,19,9,2,bogr,g,0,2
21N,9/2/2015,3,20,34,4,bogr,g,0,4
21N,9/2/2015,3,21,31,7,bogr,b,0,7
21N,9/2/2015,3,22,13,2,bogr,g,0,2
21N,9/2/2015,3,23,31,9,pasm,g,0,9
21N,9/2/2015,3,24,10,1,bogr,g,0,1
21N,9/2/2015,3,25,16,3,bogr,g,0,3
21N,9/2/2015,4,1,27,2,bogr,g,0,2
21N,9/2/2015,4,2,21,3,bogr,g,0,3
21N,9/2/2015,4,3,40,3,bogr,b,0,3
21N,9/2/2015,4,4,34,7,pasm,g,0,7
21N,9/2/2015,4,5,26,7,pasm,g,0,7
21N,9/2/2015,4,6,44,13,pasm,g,0,13
21N,9/2/2015,4,7,50,11,pasm,g,0,11
21N,9/2/2015,4,8,30,7,pasm,g,0,7
21N,9/2/2015,4,9,31,3,bogr,g,0,3
21N,9/2/2015,4,10,12,1,bogr,g,0,1
21N,9/2/2015,4,11,25,3,bogr,g,0,3
21N,9/2/2015,4,12,32,9,pasm,g,0,9
21N,9/2/2015,4,13,21,5,bogr,g,0,5
21N,9/2/2015,4,14,33,0,bogr,g,0,0
21N,9/2/2015,4,15,20,2,bogr,g,0,2
21N,9/2/2015,4,16,11,1,bogr,g,0,1
21N,9/2/2015,4,17,34,11,arlo,b,1,
21N,9/2/2015,4,18,26,3,bogr,g,0,3
21N,9/2/2015,4,19,34,6,bogr,g,0,6
21N,9/2/2015,4,20,22,3,gusa,g,0,3
21N,9/2/2015,4,21,9,3,bogr,g,0,3
21N,9/2/2015,4,22,6,1,bogr,g,0,1
21N,9/2/2015,4,23,36,6,pasm,b,0,6
21N,9/2/2015,4,24,45,4,bogr,b,0,4
21N,9/2/2015,4,25,31,0,bogr,g,0,0
21N,9/10/2015,1,1,42,3,bogr,b,0,3
21N,9/10/2015,1,2,33,3,pasm,b,0,3
21N,9/10/2015,1,3,24,3,pasm,b,0,3
21N,9/10/2015,1,4,32,5,bogr,b,0,5
21N,9/10/2015,1,5,8,2,bogr,g,0,2
21N,9/10/2015,1,6,39,4,bogr,b,0,4
21N,9/10/2015,1,7,27,3,pasm,b,0,3
21N,9/10/2015,1,8,44,2,pasm,b,0,2
21N,9/10/2015,1,9,22,3,pasm,b,0,3
21N,9/10/2015,1,10,24,1,bogr,b,0,1
21N,9/10/2015,1,11,18,5,bogr,b,0,5
21N,9/10/2015,1,12,29,1,bogr,b,0,1
21N,9/10/2015,1,13,38,8,pasm,b,0,8
21N,9/10/2015,1,14,25,3,pasm,b,0,3
21N,9/10/2015,1,15,22,1,bogr,b,0,1
21N,9/10/2015,1,16,11,5,arfr,g,1,
21N,9/10/2015,1,17,51,1,arlo,b,1,
21N,9/10/2015,1,18,14,1,bogr,b,0,1
21N,9/10/2015,1,19,54,4,vuoc,b,1,
21N,9/10/2015,1,20,12,5,eref,g,1,
21N,9/10/2015,1,21,19,1,bogr,b,0,1
21N,9/10/2015,1,22,22,1,bogr,b,0,1
21N,9/10/2015,1,23,5,1,bogr,g,0,1
21N,9/10/2015,1,24,21,3,bogr,b,0,3
21N,9/10/2015,1,25,28,4,pasm,b,0,4
21N,9/10/2015,2,1,29,3,pasm,b,0,3
21N,9/10/2015,2,2,12,2,bogr,b,0,2
21N,9/10/2015,2,3,22,2,bogr,b,0,2
21N,9/10/2015,2,4,28,3,pasm,b,0,3
21N,9/10/2015,2,5,21,1,bogr,b,0,1
21N,9/10/2015,2,6,21,1,bogr,b,0,1
21N,9/10/2015,2,7,34,7,pasm,b,0,7
21N,9/10/2015,2,8,24,2,bogr,b,0,2
21N,9/10/2015,2,9,36,3,pasm,b,0,3
21N,9/10/2015,2,10,26,1,bogr,b,0,1
21N,9/10/2015,2,11,28,5,pasm,b,0,5
21N,9/10/2015,2,12,31,2,pasm,b,0,2
21N,9/10/2015,2,13,22,7,gusa,g,0,7
21N,9/10/2015,2,14,30,0,pasm,b,0,0
21N,9/10/2015,2,15,23,1,bogr,b,0,1
21N,9/10/2015,2,16,33,4,pasm,b,0,4
21N,9/10/2015,2,17,28,1,bogr,b,0,1
21N,9/10/2015,2,18,8,1,bogr,g,0,1
21N,9/10/2015,2,19,20,3,arlo,b,1,
21N,9/10/2015,2,20,29,4,sihy,b,0,4
21N,9/10/2015,2,21,27,4,gusa,b,0,4
21N,9/10/2015,2,22,28,2,bogr,b,0,2
21N,9/10/2015,2,23,32,2,arfr,g,1,
21N,9/10/2015,2,24,27,2,bogr,b,0,2
21N,9/10/2015,2,25,14,1,bogr,g,0,1
21N,9/10/2015,3,1,11,2,bogr,g,0,2
21N,9/10/2015,3,2,46,5,pasm,b,0,5
21N,9/10/2015,3,3,21,2,bogr,b,0,2
21N,9/10/2015,3,4,31,1,sihy,b,0,1
21N,9/10/2015,3,5,39,9,stco,b,0,9
21N,9/10/2015,3,6,16,2,bogr,b,0,2
21N,9/10/2015,3,7,44,3,bogr,b,0,3
21N,9/10/2015,3,8,6,2,bogr,b,0,2
21N,9/10/2015,3,9,46,2,bogr,b,0,2
21N,9/10/2015,3,10,24,2,bogr,b,0,2
21N,9/10/2015,3,11,34,4,arfr,b,1,
21N,9/10/2015,3,12,36,3,stco,b,0,3
21N,9/10/2015,3,13,8,0,bogr,g,0,0
21N,9/10/2015,3,14,24,3,bogr,b,0,3
21N,9/10/2015,3,15,23,5,sihy,b,0,5
21N,9/10/2015,3,16,11,2,bogr,b,0,2
21N,9/10/2015,3,17,24,1,sihy,b,0,1
21N,9/10/2015,3,18,30,1,bogr,b,0,1
21N,9/10/2015,3,19,12,3,bogr,b,0,3
21N,9/10/2015,3,20,30,7,arlo,b,1,
21N,9/10/2015,3,21,22,4,bogr,b,0,4
21N,9/10/2015,3,22,16,2,bogr,b,0,2
21N,9/10/2015,3,23,24,7,pasm,b,0,7
21N,9/10/2015,3,24,12,3,bogr,g,0,3
21N,9/10/2015,3,25,16,2,bogr,b,0,2
21N,9/10/2015,4,1,21,3,bogr,b,0,3
21N,9/10/2015,4,2,35,2,bogr,b,0,2
21N,9/10/2015,4,3,20,7,pasm,b,0,7
21N,9/10/2015,4,4,30,4,pasm,b,0,4
21N,9/10/2015,4,5,34,10,pasm,b,0,10
21N,9/10/2015,4,6,37,9,pasm,b,0,9
21N,9/10/2015,4,7,36,5,bogr,b,0,5
21N,9/10/2015,4,8,14,0,bogr,g,0,0
21N,9/10/2015,4,9,21,1,bogr,b,0,1
21N,9/10/2015,4,10,15,2,bogr,b,0,2
21N,9/10/2015,4,11,29,1,bogr,b,0,1
21N,9/10/2015,4,12,31,1,bogr,b,0,1
21N,9/10/2015,4,13,8,0,bogr,g,0,0
21N,9/10/2015,4,14,22,2,bogr,b,0,2
21N,9/10/2015,4,15,10,2,bogr,b,0,2
21N,9/10/2015,4,16,36,5,arlo,b,1,
21N,9/10/2015,4,17,22,3,bogr,b,0,3
21N,9/10/2015,4,18,30,3,bogr,b,0,3
21N,9/10/2015,4,19,38,4,bogr,b,0,4
21N,9/10/2015,4,20,7,1,bogr,g,0,1
21N,9/10/2015,4,21,21,1,bogr,b,0,1
21N,9/10/2015,4,22,44,2,oppo,b,1,
21N,9/10/2015,4,23,29,0,bogr,b,0,0
21N,9/10/2015,4,24,27,0,bogr,b,0,0
21N,9/10/2015,4,25,29,2,bogr,b,0,2
21N,9/16/2015,1,1,28,2,bogr,b,0,2
21N,9/16/2015,1,2,10,2,bogr,b,0,2
21N,9/16/2015,1,3,12,1,bogr,b,0,1
21N,9/16/2015,1,4,41,4,bogr,b,0,4
21N,9/16/2015,1,5,6,2,bogr,b,0,2
21N,9/16/2015,1,6,10,2,bogr,b,0,2
21N,9/16/2015,1,7,22,11,gusa,b,0,11
21N,9/16/2015,1,8,16,2,bogr,b,0,2
21N,9/16/2015,1,9,7,2,bogr,b,0,2
21N,9/16/2015,1,10,46,3,stco,b,0,3
21N,9/16/2015,1,11,40,2,bogr,b,0,2
21N,9/16/2015,1,12,34,5,raco,b,0,5
21N,9/16/2015,1,13,14,1,eref,b,1,
21N,9/16/2015,1,14,23,3,bogr,b,0,3
21N,9/16/2015,1,15,30,5,arfr,b,1,
21N,9/16/2015,1,16,56,5,eref,b,1,
21N,9/16/2015,1,17,16,3,arlo,b,1,
21N,9/16/2015,1,18,18,1,bogr,b,0,1
21N,9/16/2015,1,19,24,1,bogr,b,0,1
21N,9/16/2015,1,20,14,1,bogr,b,0,1
21N,9/16/2015,1,21,20,1,bogr,b,0,1
21N,9/16/2015,1,22,41,3,arfr,b,1,
21N,9/16/2015,1,23,9,2,bogr,b,0,2
21N,9/16/2015,1,24,30,3,arfr,b,1,
21N,9/16/2015,1,25,16,0,bogr,b,0,0
21N,9/16/2015,2,1,12,1,bogr,b,0,1
21N,9/16/2015,2,2,24,3,bogr,b,0,3
21N,9/16/2015,2,3,24,2,bogr,b,0,2
21N,9/16/2015,2,4,16,3,gusa,b,0,3
21N,9/16/2015,2,5,25,4,pasm,b,0,4
21N,9/16/2015,2,6,36,7,gusa,b,0,7
21N,9/16/2015,2,7,31,4,pasm,b,0,4
21N,9/16/2015,2,8,19,2,bogr,b,0,2
21N,9/16/2015,2,9,16,0,bogr,b,0,0
21N,9/16/2015,2,10,44,11,pasm,b,0,11
21N,9/16/2015,2,11,36,7,pasm,b,0,7
21N,9/16/2015,2,12,18,3,bogr,b,0,3
21N,9/16/2015,2,13,22,2,bogr,b,0,2
21N,9/16/2015,2,14,9,0,bogr,b,0,0
21N,9/16/2015,2,15,32,14,gusa,b,0,14
21N,9/16/2015,2,16,31,1,bogr,b,0,1
21N,9/16/2015,2,17,17,2,bogr,b,0,2
21N,9/16/2015,2,18,16,1,bogr,b,0,1
21N,9/16/2015,2,19,14,4,oppo,b,1,
21N,9/16/2015,2,20,19,3,bogr,b,0,3
21N,9/16/2015,2,21,5,3,bogr,b,0,3
21N,9/16/2015,2,22,6,0,bogr,b,0,0
21N,9/16/2015,2,23,18,5,gusa,b,0,5
21N,9/16/2015,2,24,4,1,bogr,b,0,1
21N,9/16/2015,2,25,23,18,gusa,b,0,18
21N,9/16/2015,3,1,20,1,bogr,b,0,1
21N,9/16/2015,3,2,76,7,arlo,b,1,
21N,9/16/2015,3,3,14,1,bogr,b,0,1
21N,9/16/2015,3,4,26,4,sihy,b,0,4
21N,9/16/2015,3,5,32,4,sihy,b,0,4
21N,9/16/2015,3,6,25,7,sihy,b,0,7
21N,9/16/2015,3,7,42,5,arlo,b,1,
21N,9/16/2015,3,8,26,2,sihy,b,0,2
21N,9/16/2015,3,9,24,3,bogr,b,0,3
21N,9/16/2015,3,10,16,2,bogr,b,0,2
21N,9/16/2015,3,11,16,5,sihy,b,0,5
21N,9/16/2015,3,12,34,1,bogr,b,0,1
21N,9/16/2015,3,13,6,2,bogr,b,0,2
21N,9/16/2015,3,14,16,1,bogr,b,0,1
21N,9/16/2015,3,15,24,3,sihy,b,0,3
21N,9/16/2015,3,16,22,1,bogr,b,0,1
21N,9/16/2015,3,17,34,5,pasm,b,0,5
21N,9/16/2015,3,18,29,3,bogr,b,0,3
21N,9/16/2015,3,19,6,1,bogr,b,0,1
21N,9/16/2015,3,20,10,1,bogr,b,0,1
21N,9/16/2015,3,21,18,4,bogr,b,0,4
21N,9/16/2015,3,22,41,3,bogr,b,0,3
21N,9/16/2015,3,23,14,3,bogr,b,0,3
21N,9/16/2015,3,24,6,2,bogr,b,0,2
21N,9/16/2015,3,25,26,2,pasm,b,0,2
21N,9/16/2015,4,1,29,2,bogr,b,0,2
21N,9/16/2015,4,2,26,2,bogr,b,0,2
21N,9/16/2015,4,3,35,3,pasm,b,0,3
21N,9/16/2015,4,4,54,4,pasm,b,0,4
21N,9/16/2015,4,5,29,5,pasm,b,0,5
21N,9/16/2015,4,6,32,5,pasm,b,0,5
21N,9/16/2015,4,7,42,6,bogr,b,0,6
21N,9/16/2015,4,8,30,5,pasm,b,0,5
21N,9/16/2015,4,9,11,0,bogr,b,0,0
21N,9/16/2015,4,10,32,2,bogr,b,0,2
21N,9/16/2015,4,11,6,2,bogr,b,0,2
21N,9/16/2015,4,12,5,1,bogr,b,0,1
21N,9/16/2015,4,13,9,2,bogr,b,0,2
21N,9/16/2015,4,14,23,2,bogr,b,0,2
21N,9/16/2015,4,15,22,5,bogr,b,0,5
21N,9/16/2015,4,16,9,2,bogr,b,0,2
21N,9/16/2015,4,17,15,4,arfr,b,1,
21N,9/16/2015,4,18,24,3,oppo,b,1,
21N,9/16/2015,4,19,16,2,bogr,b,0,2
21N,9/16/2015,4,20,29,1,bogr,b,0,1
21N,9/16/2015,4,21,37,2,bogr,b,0,2
21N,9/16/2015,4,22,34,2,bogr,b,0,2
21N,9/16/2015,4,23,42,2,pasm,b,0,2
21N,9/16/2015,4,24,30,0,bogr,b,0,0
21N,9/16/2015,4,25,20,0,bogr,b,0,0
21N,9/22/2015,1,1,16,1,bogr,b,0,1
21N,9/22/2015,1,2,28,2,bogr,b,0,2
21N,9/22/2015,1,3,28,4,pasm,b,0,4
21N,9/22/2015,1,4,24,0,bogr,b,0,0
21N,9/22/2015,1,5,5,1,bogr,b,0,1
21N,9/22/2015,1,6,3,0,bogr,b,0,0
21N,9/22/2015,1,7,54,2,bogr,b,0,2
21N,9/22/2015,1,8,31,1,bogr,b,0,1
21N,9/22/2015,1,9,6,1,bogr,b,0,1
21N,9/22/2015,1,10,23,2,bogr,b,0,2
21N,9/22/2015,1,11,6,1,bogr,b,0,1
21N,9/22/2015,1,12,10,1,bogr,b,0,1
21N,9/22/2015,1,13,38,3,pasm,b,0,3
21N,9/22/2015,1,14,33,3,bogr,b,0,3
21N,9/22/2015,1,15,11,1,bogr,b,0,1
21N,9/22/2015,1,16,25,3,bogr,b,0,3
21N,9/22/2015,1,17,8,3,bogr,b,0,3
21N,9/22/2015,1,18,22,0,bogr,b,0,0
21N,9/22/2015,1,19,46,4,bogr,b,0,4
21N,9/22/2015,1,20,9,1,bogr,b,0,1
21N,9/22/2015,1,21,17,3,arfr,g,1,
21N,9/22/2015,1,22,28,4,eref,g,1,
21N,9/22/2015,1,23,19,3,bogr,b,0,3
21N,9/22/2015,1,24,28,15,gusa,g,0,15
21N,9/22/2015,1,25,18,0,bogr,b,0,0
21N,9/22/2015,2,1,8,2,bogr,b,0,2
21N,9/22/2015,2,2,19,2,pasm,b,0,2
21N,9/22/2015,2,3,30,5,gusa,b,0,5
21N,9/22/2015,2,4,19,7,arfr,g,1,
21N,9/22/2015,2,5,21,1,pasm,b,0,1
21N,9/22/2015,2,6,32,3,bogr,b,0,3
21N,9/22/2015,2,7,28,3,bogr,b,0,3
21N,9/22/2015,2,8,41,1,pasm,b,0,1
21N,9/22/2015,2,9,3,0,bogr,b,0,0
21N,9/22/2015,2,10,48,1,pasm,b,0,1
21N,9/22/2015,2,11,31,3,pasm,b,0,3
21N,9/22/2015,2,12,24,2,bogr,b,0,2
21N,9/22/2015,2,13,24,3,arlo,b,1,
21N,9/22/2015,2,14,21,1,bogr,b,0,1
21N,9/22/2015,2,15,24,4,pasm,b,0,4
21N,9/22/2015,2,16,38,2,bogr,b,0,2
21N,9/22/2015,2,17,28,1,bogr,b,0,1
21N,9/22/2015,2,18,5,0,bogr,b,0,0
21N,9/22/2015,2,19,10,2,bogr,b,0,2
21N,9/22/2015,2,20,11,1,bogr,b,0,1
21N,9/22/2015,2,21,6,1,bogr,b,0,1
21N,9/22/2015,2,22,4,1,bogr,b,0,1
21N,9/22/2015,2,23,6,2,bogr,b,0,2
21N,9/22/2015,2,24,5,3,bogr,b,0,3
21N,9/22/2015,2,25,14,0,bogr,b,0,0
21N,9/22/2015,3,1,27,2,bogr,b,0,2
21N,9/22/2015,3,2,10,1,eref,b,1,
21N,9/22/2015,3,3,19,3,pasm,b,0,3
21N,9/22/2015,3,4,28,7,sihy,b,0,7
21N,9/22/2015,3,5,22,3,bogr,b,0,3
21N,9/22/2015,3,6,31,5,sihy,b,0,5
21N,9/22/2015,3,7,24,1,arfr,g,1,
21N,9/22/2015,3,8,14,0,bogr,b,0,0
21N,9/22/2015,3,9,9,2,bogr,b,0,2
21N,9/22/2015,3,10,22,1,bogr,b,0,1
21N,9/22/2015,3,11,21,3,bogr,b,0,3
21N,9/22/2015,3,12,36,3,bogr,b,0,3
21N,9/22/2015,3,13,16,1,bogr,b,0,1
21N,9/22/2015,3,14,36,1,bogr,b,0,1
21N,9/22/2015,3,15,14,0,bogr,b,0,0
21N,9/22/2015,3,16,16,3,bogr,b,0,3
21N,9/22/2015,3,17,21,3,bogr,b,0,3
21N,9/22/2015,3,18,30,5,bogr,b,0,5
21N,9/22/2015,3,19,14,3,bogr,b,0,3
21N,9/22/2015,3,20,7,3,bogr,b,0,3
21N,9/22/2015,3,21,5,1,bogr,b,0,1
21N,9/22/2015,3,22,38,3,bogr,b,0,3
21N,9/22/2015,3,23,39,3,bogr,b,0,3
21N,9/22/2015,3,24,8,2,bogr,b,0,2
21N,9/22/2015,3,25,22,3,bogr,b,0,3
21N,9/22/2015,4,1,29,0,bogr,b,0,0
21N,9/22/2015,4,2,42,2,bogr,b,0,2
21N,9/22/2015,4,3,28,3,bogr,b,0,3
21N,9/22/2015,4,4,20,2,bogr,b,0,2
21N,9/22/2015,4,5,23,6,pasm,b,0,6
21N,9/22/2015,4,6,38,9,pasm,b,0,9
21N,9/22/2015,4,7,36,5,pasm,b,0,5
21N,9/22/2015,4,8,24,4,pasm,b,0,4
21N,9/22/2015,4,9,6,3,bogr,b,0,3
21N,9/22/2015,4,10,24,1,bogr,b,0,1
21N,9/22/2015,4,11,16,1,oppo,b,1,
21N,9/22/2015,4,12,7,1,bogr,b,0,1
21N,9/22/2015,4,13,26,2,bogr,b,0,2
21N,9/22/2015,4,14,5,0,bogr,b,0,0
21N,9/22/2015,4,15,15,2,pasm,b,0,2
21N,9/22/2015,4,16,4,2,bogr,b,0,2
21N,9/22/2015,4,17,38,8,arlo,b,1,
21N,9/22/2015,4,18,28,2,bogr,b,0,2
21N,9/22/2015,4,19,31,3,bogr,b,0,3
21N,9/22/2015,4,20,9,1,bogr,b,0,1
21N,9/22/2015,4,21,10,3,bogr,b,0,3
21N,9/22/2015,4,22,10,1,bogr,b,0,1
21N,9/22/2015,4,23,22,2,arlo,b,1,
21N,9/22/2015,4,24,24,1,bogr,b,0,1
21N,9/22/2015,4,25,5,2,bogr,b,0,2
21N,9/29/2015,1,1,16,3,arfr,,1,
21N,9/29/2015,1,2,28,2,bogr,,0,2
21N,9/29/2015,1,3,14,3,bogr,,0,3
21N,9/29/2015,1,4,6,1,bogr,,0,1
21N,9/29/2015,1,5,12,2,bogr,,0,2
21N,9/29/2015,1,6,15,3,bogr,,0,3
21N,9/29/2015,1,7,22,3,pasm,,0,3
21N,9/29/2015,1,8,22,1,bogr,,0,1
21N,9/29/2015,1,9,18,1,bogr,,0,1
21N,9/29/2015,1,10,22,1,bogr,,0,1
21N,9/29/2015,1,11,32,1,bogr,,0,1
21N,9/29/2015,1,12,24,1,pasm,,0,1
21N,9/29/2015,1,13,24,1,pasm,,0,1
21N,9/29/2015,1,14,24,5,bogr,,0,5
21N,9/29/2015,1,15,24,3,bogr,,0,3
21N,9/29/2015,1,16,33,0,arlo,,1,
21N,9/29/2015,1,17,31,3,bogr,,0,3
21N,9/29/2015,1,18,24,1,bogr,,0,1
21N,9/29/2015,1,19,24,1,bogr,,0,1
21N,9/29/2015,1,20,29,2,arfr,,1,
21N,9/29/2015,1,21,11,3,bogr,,0,3
21N,9/29/2015,1,22,15,0,bogr,,0,0
21N,9/29/2015,1,23,14,3,bogr,,0,3
21N,9/29/2015,1,24,20,1,arlo,,1,
21N,9/29/2015,1,25,12,2,bogr,,0,2
21N,9/29/2015,2,1,10,2,bogr,,0,2
21N,9/29/2015,2,2,6,0,bogr,,0,0
21N,9/29/2015,2,3,14,2,bogr,,0,2
21N,9/29/2015,2,4,24,1,pasm,,0,1
21N,9/29/2015,2,5,24,2,bogr,,0,2
21N,9/29/2015,2,6,10,3,bogr,,0,3
21N,9/29/2015,2,7,11,2,bogr,,0,2
21N,9/29/2015,2,8,39,5,pasm,,0,5
21N,9/29/2015,2,9,22,2,pasm,,0,2
21N,9/29/2015,2,10,41,3,pasm,,0,3
21N,9/29/2015,2,11,31,4,pasm,,0,4
21N,9/29/2015,2,12,30,2,pasm,,0,2
21N,9/29/2015,2,13,25,0,bogr,,0,0
21N,9/29/2015,2,14,23,2,pasm,,0,2
21N,9/29/2015,2,15,41,3,bogr,,0,3
21N,9/29/2015,2,16,14,0,bogr,,0,0
21N,9/29/2015,2,17,22,4,pasm,,0,4
21N,9/29/2015,2,18,29,3,pasm,,0,3
21N,9/29/2015,2,19,4,0,bogr,,0,0
21N,9/29/2015,2,20,9,0,bogr,,0,0
21N,9/29/2015,2,21,6,1,bogr,,0,1
21N,9/29/2015,2,22,3,0,bogr,,0,0
21N,9/29/2015,2,23,8,2,bogr,,0,2
21N,9/29/2015,2,24,20,3,gusa,,0,3
21N,9/29/2015,2,25,23,3,bogr,,0,3
21N,9/29/2015,3,1,11,1,bogr,,0,1
21N,9/29/2015,3,2,29,1,pasm,,0,1
21N,9/29/2015,3,3,8,1,bogr,,0,1
21N,9/29/2015,3,4,18,2,bogr,,0,2
21N,9/29/2015,3,5,16,1,pasm,,0,1
21N,9/29/2015,3,6,38,1,bogr,,0,1
21N,9/29/2015,3,7,31,0,bogr,,0,0
21N,9/29/2015,3,8,6,1,bogr,,0,1
21N,9/29/2015,3,9,10,1,bogr,,0,1
21N,9/29/2015,3,10,20,5,eref,,1,
21N,9/29/2015,3,11,11,1,bogr,,0,1
21N,9/29/2015,3,12,13,4,stco,,0,4
21N,9/29/2015,3,13,8,0,bogr,,0,0
21N,9/29/2015,3,14,4,0,bogr,,0,0
21N,9/29/2015,3,15,4,1,bogr,,0,1
21N,9/29/2015,3,16,8,1,bogr,,0,1
21N,9/29/2015,3,17,15,2,oppo,,1,
21N,9/29/2015,3,18,14,1,bogr,,0,1
21N,9/29/2015,3,19,8,0,bogr,,0,0
21N,9/29/2015,3,20,14,2,bogr,,0,2
21N,9/29/2015,3,21,10,3,bogr,,0,3
21N,9/29/2015,3,22,39,2,bogr,,0,2
21N,9/29/2015,3,23,24,5,eref,,1,
21N,9/29/2015,3,24,19,0,bogr,,0,0
21N,9/29/2015,3,25,35,7,pasm,,0,7
21N,9/29/2015,4,1,12,0,bogr,,0,0
21N,9/29/2015,4,2,31,3,bogr,,0,3
21N,9/29/2015,4,3,39,1,pasm,,0,1
21N,9/29/2015,4,4,16,2,bogr,,0,2
21N,9/29/2015,4,5,38,4,pasm,,0,4
21N,9/29/2015,4,6,28,6,pasm,,0,6
21N,9/29/2015,4,7,33,3,pasm,,0,3
21N,9/29/2015,4,8,5,1,bogr,,0,1
21N,9/29/2015,4,9,16,5,eref,,1,
21N,9/29/2015,4,10,23,1,bogr,,0,1
21N,9/29/2015,4,11,8,1,bogr,,0,1
21N,9/29/2015,4,12,6,3,bogr,,0,3
21N,9/29/2015,4,13,30,3,bogr,,0,3
21N,9/29/2015,4,14,20,2,bogr,,0,2
21N,9/29/2015,4,15,29,3,bogr,,0,3
21N,9/29/2015,4,16,4,0,bogr,,0,0
21N,9/29/2015,4,17,4,0,bogr,,0,0
21N,9/29/2015,4,18,8,2,gusa,,0,2
21N,9/29/2015,4,19,8,1,bogr,,0,1
21N,9/29/2015,4,20,3,1,bogr,,0,1
21N,9/29/2015,4,21,8,0,bogr,,0,0
21N,9/29/2015,4,22,5,2,bogr,,0,2
21N,9/29/2015,4,23,38,4,pasm,,0,4
21N,9/29/2015,4,24,17,1,bogr,,0,1
21N,9/29/2015,4,25,16,0,bogr,,0,0
